Attribute,Attribute Value,Age,Prior,Label,Expected Score,fold_num
race,African-American,48,4,0,0.3210879785094344,0
race,African-American,19,3,1,0.47775379534768514,0
race,African-American,19,4,1,0.5213978755758231,0
race,African-American,19,4,0,0.4190642466016141,0
race,African-American,31,4,1,0.36651088843464563,0
race,African-American,31,4,0,0.830204335290313,0
race,African-American,29,2,0,0.1411163295821033,0
race,African-American,29,4,0,0.5406586521954007,0
race,African-American,29,4,1,0.49969724705695545,0
race,African-American,24,4,0,0.447158597551572,0
race,African-American,24,4,1,0.7056292818095573,0
race,African-American,26,2,0,0.32781880332733815,0
race,African-American,26,4,0,0.5013095311027331,0
race,African-American,26,3,1,0.1740139344707378,0
race,African-American,26,4,1,0.6058492110983981,0
race,African-American,30,4,0,0.5255255022179374,0
race,African-American,30,4,1,0.6772933164201297,0
race,African-American,58,4,1,0.07322112808660379,0
race,African-American,58,4,0,0.2981620264278219,0
race,African-American,35,4,0,0.641094125695358,0
race,African-American,35,2,1,0.28960165486326445,0
race,African-American,35,4,1,0.2569719200359707,0
race,African-American,18,4,0,0.4889423967630908,0
race,African-American,18,3,1,0.4422017311315164,0
race,African-American,18,4,1,0.47366439294322665,0
race,African-American,27,4,0,0.34387382718947557,0
race,African-American,27,4,1,0.71036561189013,0
race,African-American,38,3,0,0.1127330887920227,0
race,African-American,38,4,0,0.1119386813968232,0
race,African-American,38,4,1,0.6139819378573743,0
race,African-American,23,4,1,0.6008552259335586,0
race,African-American,23,2,0,0.4035381173773072,0
race,African-American,23,4,0,0.47010128755353736,0
race,African-American,25,4,0,0.5560003910022845,0
race,African-American,25,3,1,0.4833854104995725,0
race,African-American,25,4,1,0.5477120797022074,0
race,African-American,34,4,1,0.5687058584004921,0
race,African-American,34,3,0,0.119290157172564,0
race,African-American,34,4,0,0.45260312807064784,0
race,African-American,33,4,0,0.36019963078563416,0
race,African-American,33,4,1,0.4945738978637026,0
race,African-American,47,4,0,0.2508219585911066,0
race,African-American,47,4,1,0.40688054814623525,0
race,African-American,28,4,0,0.7467745084784198,0
race,African-American,28,4,1,0.44601459109012354,0
race,African-American,20,2,1,0.3861975391536978,0
race,African-American,20,4,1,0.4639903373962288,0
race,African-American,20,3,0,0.14822403161323283,0
race,African-American,20,4,0,0.4769814236622754,0
race,African-American,45,4,0,0.42742648744343803,0
race,African-American,45,4,1,0.8912331084088497,0
race,African-American,54,4,0,0.33244937559140597,0
race,African-American,22,2,1,0.2521776255405511,0
race,African-American,22,4,1,0.5186465629011826,0
race,African-American,22,2,0,0.31120969345900856,0
race,African-American,22,4,0,0.6694066828753994,0
race,African-American,49,4,0,0.176515326635735,0
race,African-American,21,2,0,0.36392547369775796,0
race,African-American,21,3,0,0.3744900977773816,0
race,African-American,21,4,0,0.5104538549717511,0
race,African-American,21,2,1,0.3431517665505412,0
race,African-American,21,3,1,0.4698458783701502,0
race,African-American,21,4,1,0.5511677245370973,0
race,African-American,39,4,1,0.3493456626746212,0
race,African-American,50,4,0,0.3218907461518403,0
race,African-American,50,4,1,0.2485835366609771,0
race,African-American,36,2,1,0.22512075063553716,0
race,African-American,36,4,1,0.47144327298106725,0
race,African-American,36,4,0,0.2924703809067512,0
race,African-American,46,3,0,0.161046143724431,0
race,African-American,46,4,0,0.16123500860027723,0
race,African-American,46,4,1,0.7451104121205537,0
race,African-American,42,4,1,0.460624185907688,0
race,African-American,42,2,0,0.07909819986205134,0
race,African-American,42,4,0,0.20765215997990036,0
race,African-American,44,4,0,0.30038325930602183,0
race,African-American,44,4,1,0.7760327729726938,0
race,African-American,43,4,1,0.48390687450538156,0
race,African-American,43,4,0,0.15204517999566225,0
race,African-American,56,4,0,0.12365165546158073,0
race,African-American,56,4,1,0.31418970607663427,0
race,African-American,37,4,0,0.48059439462837367,0
race,African-American,53,4,0,0.20875777526754175,0
race,African-American,32,3,1,0.22004001293833503,0
race,African-American,32,4,1,0.32229453133048364,0
race,African-American,32,3,0,0.1676608557769982,0
race,African-American,32,4,0,0.4813347689514821,0
race,African-American,62,4,0,0.3307960093942304,0
race,African-American,40,4,1,0.22932470608699693,0
race,African-American,40,4,0,0.818730526334652,0
race,African-American,66,4,0,0.339526156808189,0
race,African-American,51,4,0,0.19619259060965924,0
race,African-American,52,3,0,0.20770841744931956,0
race,African-American,59,4,0,0.4157972614716789,0
race,Hispanic,42,4,1,0.17041966793619037,0
race,Hispanic,42,4,0,0.3040841515014159,0
race,Hispanic,27,3,0,0.18004812144961022,0
race,Hispanic,27,4,0,0.3684283546703885,0
race,Hispanic,55,3,0,0.06403785249639127,0
race,Hispanic,20,3,0,0.45630136030884844,0
race,Hispanic,20,4,0,0.5559156125583163,0
race,Hispanic,49,4,1,0.5414192817511663,0
race,Hispanic,49,4,0,0.24542657327080838,0
race,Hispanic,23,4,0,0.4682152310552598,0
race,Hispanic,25,4,0,0.715158272865087,0
race,Hispanic,54,4,0,0.11316562397807635,0
race,Hispanic,24,4,0,0.39965104547837316,0
race,Hispanic,34,4,0,0.17600995431605104,0
race,Hispanic,29,4,0,0.39968940445085854,0
race,Hispanic,38,3,0,0.16652997307716697,0
race,Hispanic,22,4,0,0.2772546715537765,0
race,Hispanic,28,3,0,0.4915551395185417,0
race,Hispanic,45,4,1,0.2017987997269227,0
race,Hispanic,39,4,0,0.24113139439933579,0
race,Hispanic,36,4,1,0.33232419964974835,0
race,Hispanic,32,4,0,0.37689267556671574,0
race,Hispanic,32,4,1,0.5430372419045538,0
race,Hispanic,26,4,0,0.5719823076692072,0
race,Caucasian,39,2,0,0.24020336008563567,0
race,Caucasian,39,4,0,0.4396138730260857,0
race,Caucasian,39,4,1,0.1595301068318573,0
race,Caucasian,40,3,0,0.22368197456949804,0
race,Caucasian,40,4,0,0.2545959817342277,0
race,Caucasian,40,4,1,0.24381852203056256,0
race,Caucasian,25,3,1,0.3799538149240873,0
race,Caucasian,25,4,1,0.4723732492375506,0
race,Caucasian,25,4,0,0.5600869685306231,0
race,Caucasian,53,4,1,0.16170574361348664,0
race,Caucasian,41,4,1,0.3035101125823484,0
race,Caucasian,18,2,1,0.27122144183697533,0
race,Caucasian,18,4,1,0.5924314405281149,0
race,Caucasian,18,4,0,0.48929602083504936,0
race,Caucasian,34,4,1,0.5397787555962511,0
race,Caucasian,34,3,0,0.11905548623857778,0
race,Caucasian,34,4,0,0.4186225594698774,0
race,Caucasian,32,4,0,0.5580108296062821,0
race,Caucasian,21,4,1,0.41301372120351987,0
race,Caucasian,21,2,0,0.449314099005639,0
race,Caucasian,21,3,0,0.3100084036773976,0
race,Caucasian,21,4,0,0.5666835589188616,0
race,Caucasian,26,4,1,0.4365745863580386,0
race,Caucasian,26,4,0,0.42022650314979176,0
race,Caucasian,51,2,0,0.19046695206213676,0
race,Caucasian,24,4,0,0.46410571902116243,0
race,Caucasian,24,3,1,0.23977848389213166,0
race,Caucasian,49,4,1,0.4424502081487215,0
race,Caucasian,49,4,0,0.42907269185517277,0
race,Caucasian,56,4,1,0.10751017178043754,0
race,Caucasian,48,4,0,0.16290203746763546,0
race,Caucasian,48,4,1,0.16510297713204777,0
race,Caucasian,37,3,0,0.25187486842980167,0
race,Caucasian,37,4,0,0.20177242643710336,0
race,Caucasian,20,4,1,0.47837734208500793,0
race,Caucasian,20,2,0,0.45828439022486217,0
race,Caucasian,20,3,0,0.3478316223622654,0
race,Caucasian,54,3,1,0.0627625715597713,0
race,Caucasian,54,4,1,0.5856517634805687,0
race,Caucasian,54,3,0,0.06688437406470452,0
race,Caucasian,46,4,0,0.23318906731858727,0
race,Caucasian,46,3,1,0.28923758151049356,0
race,Caucasian,28,4,0,0.7527480910524669,0
race,Caucasian,28,4,1,0.3144720019739271,0
race,Caucasian,50,2,0,0.1269270825991836,0
race,Caucasian,50,3,0,0.20853491415465966,0
race,Caucasian,50,4,0,0.18295921567806048,0
race,Caucasian,50,4,1,0.10051164112342767,0
race,Caucasian,23,4,1,0.5022715305401163,0
race,Caucasian,23,4,0,0.3103666894361082,0
race,Caucasian,58,4,0,0.11999680467914671,0
race,Caucasian,29,4,0,0.4375610045673583,0
race,Caucasian,29,4,1,0.31858297686301723,0
race,Caucasian,47,4,0,0.22911220892129075,0
race,Caucasian,42,3,0,0.09308023168895596,0
race,Caucasian,22,4,0,0.436629694718946,0
race,Caucasian,22,4,1,0.5942120634406746,0
race,Caucasian,33,4,0,0.5335664430849306,0
race,Caucasian,27,4,0,0.5138823699771381,0
race,Caucasian,27,4,1,0.33650396869684934,0
race,Caucasian,38,4,0,0.4321431363281089,0
race,Caucasian,30,4,0,0.20350018239699783,0
race,Caucasian,52,4,1,0.10082157251967222,0
race,Caucasian,52,3,0,0.23875656490274827,0
race,Caucasian,43,4,1,0.3425949961364097,0
race,Caucasian,31,4,1,0.4121873216752133,0
race,Caucasian,31,4,0,0.25599340276530735,0
race,Caucasian,63,2,0,0.04567275425312501,0
race,Caucasian,45,3,0,0.06263294178509399,0
race,Caucasian,45,4,0,0.13777396358073493,0
race,Caucasian,44,4,0,0.22150044761723292,0
race,Caucasian,19,4,0,0.5169205385322134,0
race,Caucasian,19,4,1,0.45570535604053464,0
race,Caucasian,35,4,0,0.4856767509959151,0
race,Caucasian,35,2,1,0.06221918134934929,0
race,Caucasian,35,4,1,0.2078805723471182,0
race,Caucasian,36,4,0,0.19026372575375414,0
race,Caucasian,55,3,0,0.07304745739102209,0
race,Caucasian,69,4,0,0.16987328807526933,0
race,Other,34,4,1,0.18716309295520833,0
race,Other,33,4,1,0.2637559037501632,0
race,Other,38,4,0,0.11079187002740615,0
race,Other,27,4,1,0.5391165013260226,0
race,Other,20,4,0,0.42389374371240063,0
race,Other,31,4,1,0.1983658629858481,0
race,Other,22,4,0,0.6531686211064517,0
race,Other,25,3,0,0.3333199722970519,0
race,Other,25,4,0,0.5895361253873455,0
race,Other,29,2,0,0.3520619286705078,0
race,Other,39,3,1,0.16599525380715482,0
race,Other,37,4,1,0.6653887742465494,0
race,Other,35,3,0,0.2658297989422218,0
race,Other,23,4,0,0.5008457482427707,0
race,Other,45,4,0,0.3287301948214087,0
race,Other,18,4,0,0.49798151995147455,0
race,Other,32,4,0,0.5524072127781547,0
race,Other,40,4,0,0.2890448531306336,0
sex,male,48,4,0,0.26835933149550145,0
sex,male,48,4,1,0.16510297713204777,0
sex,male,42,4,1,0.3880730564148136,0
sex,male,42,3,0,0.09308023168895596,0
sex,male,42,4,0,0.3040841515014159,0
sex,male,19,3,1,0.47775379534768514,0
sex,male,19,4,1,0.513186310633912,0
sex,male,19,4,0,0.4132566607486189,0
sex,male,31,4,1,0.3511524566411132,0
sex,male,31,4,0,0.830204335290313,0
sex,male,29,2,0,0.24658912912630554,0
sex,male,29,4,0,0.4656149537572891,0
sex,male,29,4,1,0.4634743930181678,0
sex,male,24,4,0,0.44752902114441334,0
sex,male,24,3,1,0.23977848389213166,0
sex,male,24,4,1,0.7056292818095573,0
sex,male,39,4,0,0.4396138730260857,0
sex,male,39,3,1,0.16599525380715482,0
sex,male,39,4,1,0.22280195877944528,0
sex,male,26,2,0,0.32781880332733815,0
sex,male,26,4,0,0.5588143658256515,0
sex,male,26,3,1,0.1740139344707378,0
sex,male,26,4,1,0.4929994612714917,0
sex,male,27,3,0,0.18004812144961022,0
sex,male,27,4,0,0.3889187715241054,0
sex,male,27,4,1,0.6216047144015697,0
sex,male,55,3,0,0.06854265494370668,0
sex,male,35,3,0,0.2658297989422218,0
sex,male,35,4,0,0.589288334128877,0
sex,male,35,2,1,0.28960165486326445,0
sex,male,35,4,1,0.24060813747301987,0
sex,male,34,4,1,0.4906518460908244,0
sex,male,34,3,0,0.11905548623857778,0
sex,male,34,4,0,0.39536067098860095,0
sex,male,40,3,0,0.22368197456949804,0
sex,male,40,4,0,0.40424183573343525,0
sex,male,40,4,1,0.22932470608699693,0
sex,male,18,4,0,0.49086495501915234,0
sex,male,18,2,1,0.27122144183697533,0
sex,male,18,3,1,0.4422017311315164,0
sex,male,18,4,1,0.5330479167356708,0
sex,male,53,4,1,0.16170574361348664,0
sex,male,53,4,0,0.20875777526754175,0
sex,male,33,4,1,0.41763456649252273,0
sex,male,33,4,0,0.3890940995021836,0
sex,male,41,4,1,0.3035101125823484,0
sex,male,32,3,0,0.1676608557769982,0
sex,male,32,4,0,0.48999605117082334,0
sex,male,32,3,1,0.22004001293833503,0
sex,male,32,4,1,0.38361549473870993,0
sex,male,25,3,1,0.41443101344924904,0
sex,male,25,4,1,0.5353720522663327,0
sex,male,25,3,0,0.3333199722970519,0
sex,male,25,4,0,0.5846956440457902,0
sex,male,23,4,1,0.591091706628164,0
sex,male,23,2,0,0.4035381173773072,0
sex,male,23,4,0,0.4656438632879356,0
sex,male,20,2,0,0.45828439022486217,0
sex,male,20,3,0,0.3022626959610406,0
sex,male,20,4,0,0.47017113091134827,0
sex,male,20,2,1,0.3861975391536978,0
sex,male,20,4,1,0.4716601463169485,0
sex,male,49,4,1,0.4919347449499439,0
sex,male,49,4,0,0.2568824795993628,0
sex,male,56,4,1,0.17640334987916975,0
sex,male,56,4,0,0.12365165546158073,0
sex,male,47,4,0,0.1930851650243491,0
sex,male,47,4,1,0.40688054814623525,0
sex,male,37,3,0,0.25187486842980167,0
sex,male,37,4,0,0.41267057695667203,0
sex,male,37,4,1,0.6653887742465494,0
sex,male,45,3,0,0.06263294178509399,0
sex,male,45,4,0,0.3056652101667476,0
sex,male,45,4,1,0.5465159540678862,0
sex,male,54,3,0,0.06688437406470452,0
sex,male,54,4,0,0.22280749978474115,0
sex,male,54,4,1,0.5856517634805687,0
sex,male,50,2,0,0.1269270825991836,0
sex,male,50,3,0,0.20853491415465966,0
sex,male,50,4,0,0.2176920982965054,0
sex,male,50,4,1,0.2485835366609771,0
sex,male,46,3,0,0.161046143724431,0
sex,male,46,4,0,0.19721203795943226,0
sex,male,46,3,1,0.28923758151049356,0
sex,male,46,4,1,0.7451104121205537,0
sex,male,21,2,1,0.3431517665505412,0
sex,male,21,3,1,0.4698458783701502,0
sex,male,21,4,1,0.5120468439539239,0
sex,male,21,2,0,0.4066197863516985,0
sex,male,21,3,0,0.3744900977773816,0
sex,male,21,4,0,0.5500089533820235,0
sex,male,30,4,1,0.6772933164201297,0
sex,male,30,4,0,0.3742441772606549,0
sex,male,36,2,1,0.22512075063553716,0
sex,male,36,4,1,0.47144327298106725,0
sex,male,36,4,0,0.19026372575375414,0
sex,male,22,2,0,0.31120969345900856,0
sex,male,22,4,0,0.5107598025767499,0
sex,male,22,2,1,0.3072691570979593,0
sex,male,22,4,1,0.5423603115533868,0
sex,male,28,3,0,0.4915551395185417,0
sex,male,28,4,0,0.7527480910524669,0
sex,male,28,4,1,0.4328603321785039,0
sex,male,44,4,0,0.26094185346162735,0
sex,male,44,4,1,0.7760327729726938,0
sex,male,43,4,1,0.41325093532089563,0
sex,male,43,4,0,0.16774284948845664,0
sex,male,38,3,0,0.13963153093459485,0
sex,male,38,4,0,0.4321431363281089,0
sex,male,38,4,1,0.6139819378573743,0
sex,male,62,4,0,0.3307960093942304,0
sex,male,52,4,1,0.10082157251967222,0
sex,male,52,3,0,0.23875656490274827,0
sex,male,66,4,0,0.339526156808189,0
sex,male,58,4,0,0.2981620264278219,0
sex,male,51,4,0,0.19619259060965924,0
sex,male,69,4,0,0.16987328807526933,0
sex,male,59,4,0,0.4157972614716789,0
sex,female,30,4,0,0.3547815073542802,0
sex,female,58,4,1,0.07322112808660379,0
sex,female,58,4,0,0.11999680467914671,0
sex,female,25,4,1,0.48406394374872086,0
sex,female,27,4,0,0.4381757742379341,0
sex,female,38,4,0,0.11136527571211467,0
sex,female,21,4,1,0.3791820660917385,0
sex,female,21,3,0,0.3100084036773976,0
sex,female,21,4,0,0.45848698188828557,0
sex,female,51,2,0,0.19046695206213676,0
sex,female,28,4,0,0.7467745084784198,0
sex,female,23,4,0,0.3748844877518781,0
sex,female,23,4,1,0.41250285211257137,0
sex,female,34,3,0,0.119290157172564,0
sex,female,34,4,0,0.36028053392397436,0
sex,female,22,2,1,0.19708609398314297,0
sex,female,22,4,1,0.4993570688318574,0
sex,female,22,4,0,0.3559200468087159,0
sex,female,54,3,1,0.0627625715597713,0
sex,female,39,2,0,0.24020336008563567,0
sex,female,39,4,0,0.24113139439933579,0
sex,female,26,4,0,0.20858023179490842,0
sex,female,36,4,0,0.2924703809067512,0
sex,female,36,4,1,0.33232419964974835,0
sex,female,50,4,1,0.10051164112342767,0
sex,female,47,4,0,0.38061283995174733,0
sex,female,42,2,0,0.07909819986205134,0
sex,female,42,4,0,0.20765215997990036,0
sex,female,31,4,0,0.25599340276530735,0
sex,female,37,4,0,0.1946457289326396,0
sex,female,32,4,1,0.29775338827164854,0
sex,female,43,4,0,0.1363475105028679,0
sex,female,63,2,0,0.04567275425312501,0
sex,female,19,4,0,0.5285357102382039,0
sex,female,35,2,1,0.06221918134934929,0
sex,female,20,4,1,0.4611324979382483,0
sex,female,20,3,0,0.3478316223622654,0
sex,female,40,4,1,0.24381852203056256,0
sex,female,18,4,0,0.48715341855902267,0
sex,female,52,3,0,0.20770841744931956,0
race,Other,40,4,0,0.3214404406404955,1
race,Other,34,4,0,0.28100927318826524,1
race,Other,27,4,1,0.7451462085327193,1
race,Other,22,4,0,0.49134192014116385,1
race,Other,35,4,0,0.1505064399781413,1
race,Other,26,4,0,0.48828416030357086,1
race,Other,43,4,0,0.5060606325112474,1
race,Other,43,4,1,0.32263507669591956,1
race,Other,20,4,1,0.7802678288510857,1
race,Other,20,4,0,0.4681341833021221,1
race,Other,18,4,1,0.6136658818981311,1
race,Other,25,4,1,0.5926936313259933,1
race,Caucasian,28,4,1,0.5729905069780317,1
race,Caucasian,28,4,0,0.4210041791608915,1
race,Caucasian,50,2,0,0.09708308105936982,1
race,Caucasian,50,4,0,0.4073069275140665,1
race,Caucasian,23,4,1,0.7408295182066764,1
race,Caucasian,23,4,0,0.4821484502865794,1
race,Caucasian,43,2,0,0.09975539812857707,1
race,Caucasian,43,4,0,0.44601250003285686,1
race,Caucasian,43,4,1,0.6530915946444455,1
race,Caucasian,42,4,0,0.35540396798050217,1
race,Caucasian,42,4,1,0.2909125448644901,1
race,Caucasian,48,4,0,0.3900261997678964,1
race,Caucasian,20,3,0,0.3938808104077102,1
race,Caucasian,20,4,0,0.5686151650274209,1
race,Caucasian,55,4,0,0.22503282573508038,1
race,Caucasian,55,4,1,0.216653980616467,1
race,Caucasian,25,4,1,0.46122271794420877,1
race,Caucasian,25,3,0,0.2441247607077473,1
race,Caucasian,25,4,0,0.4308928668563444,1
race,Caucasian,35,4,0,0.27553610472484835,1
race,Caucasian,35,4,1,0.3150629063407307,1
race,Caucasian,31,2,0,0.22153552309895438,1
race,Caucasian,31,4,0,0.4101698704556449,1
race,Caucasian,31,4,1,0.33622893016764405,1
race,Caucasian,45,4,1,0.539455923632473,1
race,Caucasian,45,4,0,0.4099435172270721,1
race,Caucasian,22,4,0,0.3997987668901703,1
race,Caucasian,22,2,1,0.2675283505557568,1
race,Caucasian,22,4,1,0.41920460404095305,1
race,Caucasian,34,3,0,0.19090343450975822,1
race,Caucasian,34,4,0,0.22933222566011674,1
race,Caucasian,37,3,0,0.1713028950502459,1
race,Caucasian,37,4,0,0.3550656975928218,1
race,Caucasian,19,3,1,0.2747721243924348,1
race,Caucasian,19,4,1,0.5224044571943955,1
race,Caucasian,19,4,0,0.7522797391195579,1
race,Caucasian,44,2,0,0.3274252768944081,1
race,Caucasian,44,4,0,0.2019337189817548,1
race,Caucasian,18,4,0,0.5439397015782312,1
race,Caucasian,18,4,1,0.5425980952820911,1
race,Caucasian,21,2,1,0.4143717543310799,1
race,Caucasian,21,4,1,0.4268665662539753,1
race,Caucasian,30,4,0,0.5058312126318183,1
race,Caucasian,41,4,0,0.3112667618844647,1
race,Caucasian,51,4,1,0.30074788638020566,1
race,Caucasian,51,4,0,0.26520176869524675,1
race,Caucasian,47,4,1,0.477521446443927,1
