Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.09727105307215804,0.9864617636297109,0.0,0.10831817430130643,0.0,6047,0
race,African-American,0.10840019649582447,0.9853420195439739,0.0015082956259426848,0.12005170463725966,0.00018365472910927456,6189,1
race,African-American,0.10650887573964497,0.9838914027149321,0.0,0.11939089583670824,0.0,6173,2
race,African-American,0.11083207768290641,0.9827905255366395,0.0015082956259426848,0.12444371188396242,0.00018828845791752966,6067,3
race,African-American,0.1088877772219443,0.9863418235511259,0.0,0.11974962938560368,0.0,6071,4
race,Caucasian,0.06427248629216747,0.964805870680295,0.0033783783783783786,0.09513779182025628,0.00023283790601109862,28485,0
race,Caucasian,0.06724559419126501,0.9646064447966192,0.0037837837837837837,0.09808831828442438,0.0002738225629791895,28352,1
race,Caucasian,0.0669193760023327,0.9662565109081301,0.004878048780487805,0.09633367444158226,0.0003515625,28339,2
race,Caucasian,0.06846223839854414,0.9645010551703347,0.002122015915119363,0.09932796171844763,0.00015628662967883097,28421,3
race,Caucasian,0.0696292000434956,0.9665976275654302,0.0031136481577581734,0.09858858226248157,0.0002337540906965872,28482,4
race,Other,0.03249630723781388,0.8851351351351351,0.0,0.14041994750656167,0.0,762,0
race,Other,0.03753753753753754,0.8817056396148556,0.0,0.14760638297872342,0.0,752,1
race,Other,0.04397163120567376,0.8986666666666666,0.0,0.13700384122919335,0.0,781,2
race,Other,0.025991792065663474,0.905852417302799,0.0,0.115527950310559,0.0,805,3
race,Other,0.03211009174311927,0.8803894297635605,0.0,0.1445945945945946,0.0,740,4
sex,female,0.04492427343430209,0.8946510736196319,0.01348314606741573,0.1413992828905029,0.0006428801028608164,10877,0
sex,female,0.04648033126293996,0.8928848390849167,0.0175054704595186,0.1442495126705653,0.0008685267614808381,10773,1
sex,female,0.05024559967253377,0.8975822050290135,0.018,0.1429889298892989,0.0009697230901842474,10840,2
sex,female,0.04841070681723129,0.8913809990205681,0.010683760683760684,0.14721858025847537,0.000549390176903637,10678,3
sex,female,0.05030222313287573,0.8985170107589415,0.012072434607645875,0.1422230442019604,0.0006472491909385113,10814,4
sex,male,0.07920710980054879,1.0,0.0,0.07920710980054879,0.0,24417,0
sex,male,0.0848694942903752,1.0,0.0,0.0848694942903752,0.0,24520,1
sex,male,0.0827710301394512,1.0,0.0,0.0827710301394512,0.0,24453,2
sex,male,0.08527320739386553,1.0,0.0,0.08527320739386553,0.0,24615,3
sex,male,0.0859512234976919,1.0,0.0,0.0859512234976919,0.0,24479,4
