Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.5972222222222222,0.01073279052553664,0.8660436137071651,0.8984452530598743,9.586206896551724,6046,0
race,African-American,0.5915492957746479,0.01054353753862934,0.8697674418604651,0.8992840872111942,9.672413793103448,6146,1
race,African-American,0.7378640776699029,0.004931506849315068,0.8819875776397516,0.9027618891975813,21.037037037037038,6119,2
race,African-American,0.6037735849056604,0.011500547645125958,0.8428805237315876,0.9050747249137789,8.174603174603174,6089,3
race,African-American,0.5522388059701493,0.010946907498631636,0.8888888888888888,0.893931999349276,9.866666666666667,6147,4
race,Caucasian,0.6094276094276094,0.004358444486191997,0.9026358257127488,0.9369951534733441,14.46551724137931,28474,0
race,Caucasian,0.5882352941176471,0.004483460176324316,0.9076588810429115,0.9369340802593101,14.042016806722689,28383,1
race,Caucasian,0.5793650793650794,0.003989311655564337,0.9213362068965517,0.9361170717979386,16.132075471698112,28427,2
race,Caucasian,0.5710059171597633,0.0054620107733453875,0.8959568733153639,0.9363777198788817,11.462068965517242,28402,3
race,Caucasian,0.5031446540880503,0.005957543079069417,0.9145299145299145,0.9341386961575036,10.835443037974683,28393,4
race,Other,,0.0,1.0,0.9689922480620154,inf,774,0
race,Other,0.75,0.0013404825737265416,0.8333333333333334,0.9790575916230366,15.0,764,1
race,Other,,0.0,1.0,0.963855421686747,inf,747,2
race,Other,0.0,0.001282051282051282,1.0,0.9713216957605985,22.0,802,3
race,Other,0.5,0.0013774104683195593,0.9629629629629629,0.9641434262948207,26.0,753,4
sex,female,0.5263157894736842,0.0008709115540932843,0.9778270509977827,0.9582753824756607,49.0,10785,0
sex,female,0.7058823529411765,0.0004821135859608524,0.975,0.9564095475071422,93.6,10851,1
sex,female,0.65,0.0006784260515603799,0.9721627408993576,0.9572554473806212,64.85714285714286,10785,2
sex,female,0.4166666666666667,0.0006829934627768562,0.989010989010989,0.9573056801195815,64.28571428571429,10704,3
sex,female,0.5517241379310345,0.0012568887170066711,0.9688715953307393,0.9529335912314636,38.30769230769231,10857,4
sex,male,0.6090047393364929,0.007354579897481613,0.8760848601735777,0.9191317475213187,11.012121212121212,24509,0
sex,male,0.5861244019138756,0.007717013114461593,0.8789525691699605,0.9201374682922838,10.283236994219653,24442,1
sex,male,0.6238805970149254,0.005612972202423378,0.8985436893203883,0.9193324628692672,14.69047619047619,24508,2
sex,male,0.5843621399176955,0.008955488561801738,0.8603049680275455,0.9206555776973443,8.658415841584159,24589,3
sex,male,0.5152941176470588,0.00920259102077284,0.8932228181374939,0.9165984612866263,8.893203883495145,24436,4
