Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.08149831550284953,0
race,African-American,1,0.14730224725790195,0
race,Hispanic,0,0.07700725370143803,0
race,Caucasian,0,0.06714410967461391,0
race,Caucasian,1,0.1218238326379449,0
race,Other,0,0.05983980217060448,0
race,Other,1,0.04742587317756678,0
sex,male,0,0.07629874848667643,0
sex,male,1,0.13504931247775107,0
sex,female,0,0.06878741127041091,0
sex,female,1,0.13479521212278292,0
race,Other,0,0.11836550215756778,1
race,Other,1,0.04742587317756678,1
race,Caucasian,0,0.0791721852034505,1
race,Caucasian,1,0.19220501259066622,1
race,African-American,0,0.09602877405968537,1
race,African-American,1,0.16404084165232108,1
race,Hispanic,0,0.10230425693275454,1
race,Hispanic,1,0.19407217169605634,1
sex,male,0,0.09286313097607586,1
sex,male,1,0.17414502742591326,1
sex,female,0,0.08465534653042141,1
sex,female,1,0.13537685111806808,1
race,African-American,0,0.08785455479282049,2
race,African-American,1,0.22541060069599222,2
race,Other,0,0.07825302901608049,2
race,Other,1,0.15818364727378095,2
race,Caucasian,1,0.15353623812451475,2
race,Caucasian,0,0.05763325867239215,2
race,Hispanic,0,0.07632394929893349,2
race,Hispanic,1,0.14346381566604333,2
sex,male,0,0.07852893481005964,2
sex,male,1,0.19668114737878017,2
sex,female,1,0.14346381566604333,2
sex,female,0,0.06596239264805574,2
race,African-American,0,0.095020443998177,3
race,African-American,1,0.1668192526786749,3
race,Caucasian,1,0.17054939376490125,3
race,Caucasian,0,0.0673291492102659,3
race,Hispanic,0,0.06704446690702573,3
race,Other,0,0.03903208607358079,3
race,Other,1,0.06859456599210455,3
sex,male,0,0.0830275822240465,3
sex,male,1,0.15840549680307459,3
sex,female,0,0.07183452941918966,3
sex,female,1,0.1951029053058523,3
race,Caucasian,1,0.16757560697669988,4
race,Caucasian,0,0.06713054768234605,4
race,African-American,0,0.08226134289508187,4
race,African-American,1,0.15315437199544854,4
race,Hispanic,0,0.07021371956692293,4
race,Hispanic,1,0.08331439759984216,4
race,Other,1,0.2689414213699951,4
race,Other,0,0.07787044246466336,4
sex,male,1,0.1573021867127636,4
sex,male,0,0.08021145490383041,4
sex,female,0,0.05843359344112641,4
sex,female,1,0.1647429119923584,4
