Attribute,Attribute Value,PPV,NPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.6728971962616822,0.9040242465061458,0.006476683937823834,0.8878504672897196,0.8999338405557393,16.285714285714285,6046,0
race,African-American,0.6090909090909091,0.9137698278771516,0.01563352117796764,0.7922480620155039,0.9028636511552229,5.941860465116279,6146,1
race,African-American,0.6666666666666666,0.9074197860962567,0.00821917808219178,0.860248447204969,0.902108187612355,12.311111111111112,6119,2
race,African-American,0.59375,0.9129701467363806,0.011865644395764877,0.8445171849427169,0.9045820331745771,7.938461538461539,6089,3
race,African-American,0.5789473684210527,0.9051204819277109,0.013136288998357963,0.8513513513513513,0.8960468521229868,7.875,6147,4
race,Caucasian,0.5979381443298969,0.9402121846503211,0.004396017283486755,0.9064012910166757,0.9367141954063356,14.401709401709402,28474,0
race,Caucasian,0.5232744783306581,0.9454250720461095,0.011189812372843042,0.8229223248234655,0.9361589683965754,5.101010101010101,28383,1
race,Caucasian,0.5552238805970149,0.9405524704542219,0.005607617327161191,0.8997844827586207,0.9360115383262392,11.208053691275168,28427,2
race,Caucasian,0.5396825396825397,0.9432575811886157,0.00873921723735262,0.8533692722371967,0.9360960495739736,6.823275862068965,28402,3
race,Caucasian,0.505,0.9403422284142464,0.007465781833264205,0.8920940170940171,0.9342091360546614,8.434343434343434,28393,4
race,Other,1.0,0.974025974025974,0.0,0.8333333333333334,0.9741602067183462,inf,774,0
race,Other,0.5833333333333334,0.9853723404255319,0.006702412868632708,0.6111111111111112,0.9790575916230366,2.2,764,1
race,Other,1.0,0.9651474530831099,0.0,0.9629629629629629,0.965194109772423,inf,747,2
race,Other,0.5,0.974937343358396,0.002564102564102564,0.9090909090909091,0.972568578553616,10.0,802,3
race,Other,0.8571428571428571,0.9718498659517426,0.0013774104683195593,0.7777777777777778,0.9707835325365206,21.0,753,4
sex,female,0.569620253164557,0.9620773398094526,0.0032901103154635183,0.9002217294900222,0.9592025961984237,11.941176470588236,10785,0
sex,female,0.5389221556886228,0.9634968176712841,0.007424549223797127,0.8125,0.9569624919362271,5.064935064935065,10851,1
sex,female,0.5494505494505495,0.9610061716850571,0.003973638301996511,0.892933618843683,0.9575336114974502,10.170731707317072,10785,2
sex,female,0.5,0.9624173748819641,0.005561518196897259,0.8747252747252747,0.9574925261584455,6.982456140350878,10704,3
sex,female,0.5121951219512195,0.9579839761505496,0.0058010248477230976,0.877431906614786,0.9529335912314636,7.516666666666667,10857,4
sex,male,0.6346749226006192,0.9227238898536343,0.0052596389569868505,0.9011571841851495,0.9189277408298993,15.838983050847459,24509,0
sex,male,0.5479651162790697,0.930664309168982,0.013872780801141939,0.8137351778656127,0.9198919891989199,5.295819935691318,24442,1
sex,male,0.5973684210526315,0.9240301724137931,0.006815751960085531,0.8898058252427185,0.9189652358413579,11.980392156862745,24508,2
sex,male,0.5631768953068592,0.9283960890368212,0.010728852633445647,0.8465322183964584,0.9201675545975843,7.1115702479338845,24589,3
sex,male,0.5362637362637362,0.9246486802051624,0.009425954880500334,0.8810336421257923,0.9174169258471108,8.563981042654028,24436,4
