Attribute,Attribute Value,PPV,NPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.04810776138550353,0.9936440677966102,0.8083889418493804,0.02912621359223301,0.22307893361212755,0.0015161725067385444,7652,0
race,African-American,0.04400937081659973,0.9931787175989086,0.7969033337982983,0.03663003663003663,0.23098629400698736,0.001750393838613688,7442,1
race,African-American,0.048417132216014895,0.9898477157360406,0.8397699260476582,0.037037037037037035,0.1943351691581432,0.0019569471624266144,7626,2
race,African-American,0.05046875,0.995334370139969,0.8260160391463912,0.0182370820668693,0.20856102003642987,0.0009873292743129835,7686,3
race,African-American,0.04087800222681724,0.9903459372485921,0.8304641233989809,0.04460966542750929,0.19760956175298805,0.001990049751243781,7530,4
race,Caucasian,0.05260428243313329,0.993850626118068,0.7420712068014973,0.03728813559322034,0.28685513940675605,0.002150621725189646,35938,0
race,Caucasian,0.05224985198342214,0.9907985540584949,0.7390137634532706,0.05614973262032086,0.2892429397283766,0.003279712634702483,36153,1
race,Caucasian,0.04927712567993129,0.9947256059274143,0.7703259104616098,0.02959830866807611,0.2589467234801014,0.0015809086460646666,35907,2
race,Caucasian,0.050741894119802164,0.989954444574232,0.7535262469099898,0.05846363018354861,0.2749888442659527,0.00331918178309533,35856,3
race,Caucasian,0.05190286335628851,0.9925240299038803,0.7577197149643705,0.042140468227424746,0.27198267484798844,0.0024084410123098097,36017,4
race,Other,0.0111731843575419,0.996268656716418,0.7261538461538461,0.1111111111111111,0.27947154471544716,0.0014124293785310734,984,0
race,Other,0.010144927536231883,1.0,0.7026748971193416,0.0,0.3023493360572012,0.0,979,1
race,Other,0.013959390862944163,1.0,0.7543689320388349,0.0,0.25360230547550433,0.0,1041,2
race,Other,0.02190721649484536,1.0,0.7477832512315271,0.0,0.26453488372093026,0.0,1032,3
race,Other,0.01675257731958763,0.996,0.7539525691699605,0.07142857142857142,0.2553606237816764,0.001310615989515072,1026,4
sex,female,0.044529262086514,0.9945130315500685,0.7292351359426352,0.042105263157894736,0.2943085912140229,0.0020485506504148315,13863,0
sex,female,0.04400079459674215,0.9905097613882863,0.724883265552041,0.07322175732217573,0.29776097702820586,0.0036363636363636364,13756,1
sex,female,0.04544179523141655,0.9939625039720369,0.7654644972632526,0.03762376237623762,0.26108943794249384,0.0018611029483788814,13842,2
sex,female,0.04755029357974781,0.9884858952216465,0.7423662690374372,0.0749063670411985,0.283344153502128,0.00404244567963618,13863,3
sex,female,0.04664054286533499,0.9921663151551672,0.751808863430811,0.05058365758754864,0.27434334639384705,0.002606516290726817,13782,4
sex,male,0.05364969656102495,0.9935557783187742,0.7639574048242779,0.03414264036418816,0.26736348539611215,0.002004008016032064,30711,0
sex,male,0.052451104902209805,0.9918010005558644,0.7582317073170731,0.045454545454545456,0.27178921409565837,0.002635929053299379,30818,1
sex,male,0.04958947755402149,0.9944008958566629,0.7891666384017909,0.02802241793434748,0.24176753872185344,0.001504276443030902,30732,2
sex,male,0.05111701685906486,0.9921556795896816,0.776505369036292,0.04053000779423227,0.25424115137898473,0.0022756115706096015,30711,3
sex,male,0.05018602728400166,0.9924253900924103,0.7781352660277034,0.03955696202531646,0.25218407976356727,0.002176183844011142,30791,4
