Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.7409696852170797,0
race,African-American,0.7401500080227195,0
race,Other,0.6903619875590197,0
sex,male,0.7346498744934743,0
sex,female,0.7047110731766635,0
race,Caucasian,0.7439868003108999,1
race,African-American,0.7481272247260671,1
race,Other,0.5856625258799172,1
sex,female,0.7211248523300866,1
sex,male,0.7340714215342181,1
race,African-American,0.728788960345105,2
race,Caucasian,0.7310104130018312,2
race,Other,0.7700881920627144,2
sex,male,0.7242489800755143,2
sex,female,0.6972217827803628,2
race,Caucasian,0.7465951296825328,3
race,African-American,0.7456739120132969,3
race,Other,0.7613853807883659,3
sex,female,0.6898004206137082,3
sex,male,0.7427773005887417,3
race,Caucasian,0.7183758111685167,4
race,African-American,0.755918463081386,4
race,Other,0.5941877794336811,4
sex,female,0.7162668960851328,4
sex,male,0.7152183643355717,4
