Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.20068137386256182,0
race,African-American,1,0.24253938629155386,0
race,Hispanic,1,0.14519007218989313,0
race,Hispanic,0,0.1758876917993877,0
race,Caucasian,0,0.15457214196593422,0
race,Caucasian,1,0.1798846933660862,0
race,Other,0,0.17825354019353457,0
race,Other,1,0.15663754685908696,0
sex,male,0,0.19924276437491328,0
sex,male,1,0.2307897585108271,0
sex,female,0,0.06002084592318338,0
sex,female,1,0.14133268401735,0
race,Other,0,0.2775070339607682,1
race,Other,1,0.21902858825403593,1
race,Caucasian,1,0.27107901086084785,1
race,Caucasian,0,0.18414321300512962,1
race,African-American,0,0.21747031120035407,1
race,African-American,1,0.28465111768194457,1
race,Hispanic,0,0.25787239444008864,1
race,Hispanic,1,0.3267060660274963,1
sex,male,0,0.22894502609471074,1
sex,male,1,0.2981610040181484,1
sex,female,0,0.10569878119152662,1
sex,female,1,0.10474339172782812,1
race,African-American,0,0.20555708049289675,2
race,African-American,1,0.32965855943829364,2
race,Other,0,0.19969965703682402,2
race,Other,1,0.23150679653302572,2
race,Caucasian,1,0.29209276478649376,2
race,Caucasian,0,0.1618798342740857,2
race,Hispanic,0,0.16048907425169723,2
race,Hispanic,1,0.35951429412701796,2
sex,male,0,0.19198847219331833,2
sex,male,1,0.3021465322134634,2
sex,female,1,0.5135533465470212,2
sex,female,0,0.16607009790205007,2
race,African-American,0,0.19838271800058466,3
race,African-American,1,0.2538656780617904,3
race,Caucasian,1,0.31719152933538836,3
race,Caucasian,0,0.18060409534256272,3
race,Hispanic,0,0.191916417205741,3
race,Hispanic,1,0.27212243151585397,3
race,Other,0,0.13817791784305125,3
race,Other,1,0.17014648874787275,3
sex,male,0,0.1882376060590685,3
sex,male,1,0.264059615484381,3
sex,female,0,0.20247831687705822,3
sex,female,1,0.3844707106849976,3
race,Caucasian,1,0.3323714559961792,4
race,Caucasian,0,0.13285375635503302,4
race,African-American,0,0.20902317017265437,4
race,African-American,1,0.2853118591542734,4
race,Hispanic,0,0.16184741863220634,4
race,Hispanic,1,0.2689414213699951,4
race,Other,1,0.3314171529524216,4
race,Other,0,0.16899496579662285,4
sex,male,1,0.31312999939285063,4
sex,male,0,0.2002266175408886,4
sex,female,0,0.08614224638768597,4
sex,female,1,0.16423212642099008,4
