Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.05419612108029726,0.9079519749434487,0.0033333333333333335,0.13692740201752934,0.00019164430816404754,6047,0
race,African-American,0.05443371378402107,0.9162838182746299,0.00641025641025641,0.1295847471320084,0.0003714020427112349,6189,1
race,African-American,0.058907026259758695,0.9083747216989211,0.005988023952095809,0.14045034829094444,0.0003770739064856712,6173,2
race,African-American,0.05687288286682118,0.9203201113430759,0.0,0.12806988626998517,0.0,6067,3
race,African-American,0.0593477098556407,0.9199930277148335,0.0029940119760479044,0.13045626750123537,0.00018946570670708602,6071,4
race,Caucasian,0.059581651980564934,0.8452002072385464,0.010936431989063569,0.1976478848516763,0.0007005560663776873,28485,0
race,Caucasian,0.059981101844624296,0.8510377147958045,0.004092769440654843,0.1927553611738149,0.0002622263012980202,28352,1
race,Caucasian,0.06162081414166563,0.8424542711321388,0.007352941176470588,0.20163026218285754,0.00048642433890510304,28339,2
race,Caucasian,0.061560516076182674,0.8517155496078213,0.01118421052631579,0.1932373948840646,0.0007419692737430167,28421,3
race,Caucasian,0.06114707458871067,0.8438646555238484,0.01067378252168112,0.19998595604241276,0.0007026789635485288,28482,4
race,Other,0.028169014084507043,0.8346774193548387,0.0,0.18503937007874016,0.0,762,0
race,Other,0.017241379310344827,0.8461538461538461,0.0,0.16622340425531915,0.0,752,1
race,Other,0.02706766917293233,0.8479685452162516,0.0,0.17157490396927016,0.0,781,2
race,Other,0.020618556701030927,0.8407079646017699,0.0,0.17391304347826086,0.0,805,3
race,Other,0.019261637239165328,0.8392857142857143,0.0,0.17432432432432432,0.0,740,4
sex,female,0.05102149962562841,0.8535693669424668,0.012422360248447204,0.18378229291164844,0.0006762849413886385,10877,0
sex,female,0.0514555806209045,0.8580312894762414,0.006224066390041493,0.1800798292026362,0.0003397508493771234,10773,1
sex,female,0.05251921434671221,0.8582479210984336,0.012048192771084338,0.18062730627306273,0.0006759801712483101,10840,2
sex,female,0.054989154013015185,0.856904012588513,0.0058823529411764705,0.1837422738340513,0.00034431309537472744,10678,3
sex,female,0.05019886058260776,0.8542975925746882,0.008492569002123142,0.1825411503606436,0.0004526935264825713,10814,4
sex,male,0.06101550277343194,0.856697954063757,0.00847457627118644,0.18839333251423188,0.0005553872563869534,24417,0
sex,male,0.060940791013339574,0.8643001766251669,0.0038255547054322878,0.18156606851549756,0.00024921497283556795,24520,1
sex,male,0.06385507797641689,0.8522269835086352,0.005185185185185185,0.19453645769435243,0.00035552846767230434,24453,2
sex,male,0.06186286831448122,0.8660192506015812,0.010424422933730455,0.18066219784684134,0.0006946511858688102,24615,3
sex,male,0.06424660120845921,0.8579528240640554,0.009461426491994178,0.18967278075084767,0.0006558038641981536,24479,4
