Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.7135163160609301,0
race,African-American,0.7069552841893317,0
race,Other,0.6311972573839663,0
sex,male,0.715747807836465,0
sex,female,0.7081065005010979,0
race,Caucasian,0.724634371307895,1
race,African-American,0.705814383949879,1
race,Other,0.6471957110875457,1
sex,male,0.7252449960165239,1
sex,female,0.7173743944073857,1
race,African-American,0.7084754885648458,2
race,Caucasian,0.7229798438808004,2
race,Other,0.7476920950801549,2
sex,male,0.7242780610985051,2
sex,female,0.7184272029721126,2
race,Caucasian,0.716545317084686,3
race,African-American,0.7104030649573366,3
race,Other,0.7127983583540338,3
sex,male,0.7202281060383651,3
sex,female,0.7093110678781964,3
race,Caucasian,0.7213515748343488,4
race,Other,0.713298415665138,4
race,African-American,0.7180529884149554,4
sex,female,0.7139468254318833,4
sex,male,0.7259357574144912,4
