Attribute,Attribute Value,AUC,fold_num
race,African-American,0.6024667931688804,0
race,Hispanic,0.6521739130434783,0
race,Caucasian,0.5587797619047619,0
race,Other,0.5227272727272727,0
sex,male,0.6149015863689776,0
sex,female,0.3829787234042553,0
race,Other,0.7291666666666667,1
race,Caucasian,0.5269230769230769,1
race,African-American,0.5795787545787545,1
race,Hispanic,0.75,1
sex,male,0.5818376068376069,1
sex,female,0.6297872340425532,1
race,African-American,0.5641624365482233,2
race,Other,0.5416666666666667,2
race,Caucasian,0.48233695652173914,2
race,Hispanic,0.6770833333333333,2
sex,male,0.5384585166561909,2
sex,female,0.5340425531914894,2
race,African-American,0.5863189720332578,3
race,Caucasian,0.409366576819407,3
race,Hispanic,0.8928571428571428,3
race,Other,0.828125,3
sex,male,0.5806250000000001,3
sex,female,0.41666666666666663,3
