Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5849146110056925,0
race,Hispanic,0.2391304347826087,0
race,Caucasian,0.4583333333333333,0
race,Other,0.7272727272727273,0
sex,male,0.5640055816686251,0
sex,female,0.4946808510638298,0
race,Other,0.875,1
race,Caucasian,0.5495726495726496,1
race,African-American,0.5302197802197802,1
race,Hispanic,0.532608695652174,1
sex,male,0.5567094017094018,1
sex,female,0.4872340425531915,1
race,African-American,0.5769543147208123,2
race,Other,0.4666666666666667,2
race,Caucasian,0.5290760869565218,2
race,Hispanic,0.75,2
sex,male,0.556803896920176,2
sex,female,0.5893617021276596,2
race,African-American,0.48994708994708996,3
race,Caucasian,0.49865229110512127,3
race,Hispanic,0.9107142857142857,3
race,Other,0.71875,3
sex,male,0.5086458333333332,3
sex,female,0.48717948717948717,3
