Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.6398058252427185,0.08812351543942992,0.6410675381263616,0.743962950711214,3.1725067385444743,6046,0
race,African-American,0.6766409266409267,0.07895357058684893,0.6316342616920652,0.7499186462739994,3.5880597014925373,6146,1
race,African-American,0.6492395437262357,0.0874614837639251,0.6405263157894737,0.7408073214577545,3.2981029810298104,6119,2
race,African-American,0.6405959031657356,0.09164292497625831,0.6334576451784762,0.7413368369190343,3.0803108808290154,6089,3
race,African-American,0.6215722120658135,0.0979649787032655,0.6460176991150443,0.7307629738083617,2.997584541062802,6147,4
race,Caucasian,0.6445507939960844,0.0817695040784667,0.6510422800612413,0.7484722905106412,3.383108935128519,28474,0
race,Caucasian,0.6480411046885035,0.08287125718318379,0.6457577530719719,0.7476658563224465,3.3564476885644767,28383,1
race,Caucasian,0.6378787878787879,0.08357478269557399,0.6495421572125104,0.7490062264748303,3.2647937836222356,28427,2
race,Caucasian,0.648786717752235,0.08280638361939174,0.6403964134025484,0.750792197732554,3.2896969696969696,28402,3
race,Caucasian,0.6455231930960086,0.08248406044480144,0.646919990559358,0.7490578663755151,3.336579427875837,28393,4
race,Other,0.43478260869565216,0.019402985074626865,0.9038461538461539,0.8617571059431525,7.230769230769231,774,0
race,Other,0.4878048780487805,0.03111111111111111,0.7752808988764045,0.8821989528795812,3.2857142857142856,764,1
race,Other,0.6129032258064516,0.018209408194233688,0.7840909090909091,0.891566265060241,5.75,747,2
race,Other,0.36363636363636365,0.029871977240398292,0.8787878787878788,0.8653366583541147,4.142857142857143,802,3
race,Other,0.5,0.024922118380062305,0.8558558558558559,0.852589641434263,5.9375,753,4
sex,female,0.6207598371777476,0.07149251822483693,0.6915037086985839,0.7579972183588317,3.669051878354204,10785,0
sex,female,0.6180081855388813,0.07168458781362007,0.7018756169792695,0.7518201087457377,3.8089285714285714,10851,1
sex,female,0.6131528046421664,0.07628734901462174,0.6743150684931507,0.7617987946221604,3.2816666666666667,10785,2
sex,female,0.6409185803757829,0.0665462986845499,0.6877966101694916,0.7622384155455905,3.932170542635659,10704,3
sex,female,0.6411103767349636,0.06982126784106982,0.685064935064935,0.7556415215989684,3.8858195211786373,10857,4
sex,male,0.6506226053639846,0.08560197136822342,0.6360348292029471,0.7467460932718594,3.2542837559972586,24509,0
sex,male,0.6637085474077534,0.08498583569405099,0.6209655908242198,0.7505932411422961,3.2333333333333334,24442,1
sex,male,0.6498073217726397,0.08537373025659092,0.6391600909455664,0.745674881671291,3.2867950481430537,24508,2
sex,male,0.6472069597069597,0.09018552115643472,0.6231671554252199,0.7472040343242914,3.0337443218689164,24589,3
sex,male,0.6398305084745762,0.08994708994708994,0.6339886883921357,0.7447209035848747,3.077124183006536,24436,4
