Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5805882352941177,0
race,Hispanic,0.391304347826087,0
race,Caucasian,0.6149293623520428,0
race,Other,0.7236842105263158,0
sex,male,0.5920607694192599,0
sex,female,0.6477272727272727,0
race,Other,0.4375,1
race,Caucasian,0.6186647173489279,1
race,African-American,0.6674250832408436,1
race,Hispanic,0.3909090909090909,1
sex,male,0.6378651088688263,1
sex,female,0.6421188630490956,1
race,African-American,0.6224489795918368,2
race,Other,0.4833333333333333,2
race,Caucasian,0.5044781931464174,2
race,Hispanic,0.5916666666666666,2
sex,male,0.588985211626721,2
sex,female,0.6222222222222222,2
race,African-American,0.5698257080610022,3
race,Caucasian,0.572962962962963,3
race,Hispanic,0.891025641025641,3
race,Other,0.5777777777777777,3
sex,male,0.5815412593771312,3
sex,female,0.6865079365079365,3
race,Caucasian,0.6135135135135135,4
race,African-American,0.6212078387035991,4
race,Hispanic,0.6538461538461539,4
race,Other,0.682608695652174,4
sex,male,0.6211184731012658,4
sex,female,0.6567944250871081,4
