Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.1460519525202133,0.9551664421781797,0.001176470588235294,0.17893170167024972,0.000201450443190975,6047,0
race,African-American,0.15401484480431848,0.9519741837509491,0.008686210640608035,0.18839877201486507,0.0015952143569292123,6189,1
race,African-American,0.15563475899524779,0.9476190476190476,0.0065005417118093175,0.19309897942653492,0.001206030150753769,6173,2
race,African-American,0.152218782249742,0.9515444015444016,0.002254791431792559,0.18724245920553817,0.0004057618178129438,6067,3
race,African-American,0.16268350973028337,0.9589442815249267,0.0031380753138075313,0.19156646351507164,0.0006116207951070336,6071,4
race,Caucasian,0.14695408395211396,0.917002647118713,0.012977099236641221,0.20772336317360013,0.0022649553670560023,28485,0
race,Caucasian,0.1517599538372764,0.9048381139972916,0.009540547326136078,0.22093679458239276,0.0017233560090702948,28352,1
race,Caucasian,0.15315904978246642,0.9047716988893459,0.012658227848101266,0.2220614700589294,0.0023187087974539666,28339,2
race,Caucasian,0.15237911770371798,0.9009377943404726,0.011744127936031985,0.22427078568664016,0.0021363636363636363,28421,3
race,Caucasian,0.15298321103384685,0.9020867430441899,0.014844136566056407,0.22382557404676637,0.002721458701864199,28482,4
race,Other,0.06020558002936858,0.8876560332871013,0.0,0.16010498687664043,0.0,762,0
race,Other,0.05116959064327485,0.9064245810055865,0.027777777777777776,0.1356382978723404,0.0015408320493066256,752,1
race,Other,0.07496463932107496,0.8983516483516484,0.0,0.16261203585147246,0.0,781,2
race,Other,0.05146036161335188,0.8880208333333334,0.0,0.15279503105590062,0.0,805,3
race,Other,0.05263157894736842,0.8936170212765957,0.0,0.14864864864864866,0.0,740,4
sex,female,0.12561722299032194,0.9235422968603317,0.013953488372093023,0.1843339156017284,0.0020329794443189517,10877,0
sex,female,0.13192961041603093,0.9021141649048626,0.012185833968012186,0.20634920634920634,0.0018748535270681978,10773,1
sex,female,0.14061714745200524,0.9074506474209297,0.013399153737658674,0.20950184501845018,0.0022222222222222222,10840,2
sex,female,0.13039909715809994,0.9026624068157615,0.013198757763975156,0.20462633451957296,0.002005663048607834,10678,3
sex,female,0.1266040214206325,0.9061746514309676,0.017254901960784313,0.1986314037358979,0.0025451180009254974,10814,4
sex,male,0.15361975048321913,0.9224839605477353,0.009629000283205891,0.20952614981365442,0.001764675351637515,24417,0
sex,male,0.15788549350193185,0.9180108170200546,0.008547008547008548,0.21651712887438826,0.0016162669447340981,24520,1
sex,male,0.15687574592229148,0.9141186619380811,0.010593810984109284,0.2184190078926921,0.0019922407465660062,24453,2
sex,male,0.1585682247922255,0.9121895409257759,0.008796041781198461,0.22132845825716027,0.0016723281944081526,24615,3
sex,male,0.16406974177885678,0.9139520293422132,0.010910058541777541,0.2246823808162098,0.002164959341007498,24479,4
