Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.8009613882119944,0
race,African-American,0.7942973733897908,0
race,Other,0.7197701654223394,0
sex,male,0.803821931385621,0
sex,female,0.7876314006083434,0
race,Caucasian,0.7844162128235576,1
race,African-American,0.799841714204133,1
race,Other,0.8652231777231778,1
sex,male,0.7833689392757466,1
sex,female,0.7967803675858454,1
race,African-American,0.7572536663935121,2
race,Caucasian,0.7988460154264461,2
race,Other,0.8733121525019858,2
sex,male,0.793823566188624,2
sex,female,0.7895700942252473,2
race,Caucasian,0.7807654558318373,3
race,African-American,0.7801748440389714,3
race,Other,0.8041735197368421,3
sex,male,0.7865095839275763,3
sex,female,0.7663027004835798,3
race,Caucasian,0.7843500638822084,4
race,Other,0.8099679743795036,4
race,African-American,0.8003768246214422,4
sex,female,0.7926139747483771,4
sex,male,0.7855095516948593,4
