Attribute,Attribute Value,AUC,fold_num
race,African-American,0.6251655081098973,0
race,Hispanic,0.5368421052631579,0
race,Caucasian,0.6000537201181843,0
race,Other,0.42063492063492064,0
sex,male,0.6124999999999999,0
sex,female,0.6176470588235293,0
race,Other,0.8666666666666667,1
race,Caucasian,0.6368347338935574,1
race,African-American,0.6386728245017015,1
race,Hispanic,0.48823529411764705,1
sex,male,0.65288283145426,1
sex,female,0.595486111111111,1
race,African-American,0.6437094155844156,2
race,Other,0.5555555555555556,2
race,Caucasian,0.6391654812707445,2
race,Hispanic,0.7444444444444445,2
sex,male,0.6212843717368604,2
sex,female,0.7937500000000001,2
race,African-American,0.7023467432950191,3
race,Caucasian,0.5894114333990426,3
race,Hispanic,0.8095238095238095,3
race,Other,0.43125,3
sex,male,0.6664739884393064,3
sex,female,0.6822660098522169,3
race,Caucasian,0.7241019214703425,4
race,African-American,0.6491228070175439,4
race,Hispanic,0.525,4
race,Other,0.7163742690058479,4
sex,male,0.6501651942828413,4
sex,female,0.7334710743801652,4
