Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5673204237007613,0
race,Hispanic,0.7842105263157895,0
race,Caucasian,0.5369325812516788,0
race,Other,0.615079365079365,0
sex,male,0.5720507544581618,0
sex,female,0.6056985294117647,0
race,Other,0.7222222222222222,1
race,Caucasian,0.5869747899159664,1
race,African-American,0.5934613514827418,1
race,Hispanic,0.47058823529411764,1
sex,male,0.5971885257599542,1
sex,female,0.6432291666666666,1
race,African-American,0.5769074675324676,2
race,Other,0.5333333333333333,2
race,Caucasian,0.5701754385964912,2
race,Hispanic,0.6777777777777778,2
sex,male,0.5613296206056387,2
sex,female,0.7054687500000001,2
race,African-American,0.5975814176245211,3
race,Caucasian,0.6377076879752184,3
race,Hispanic,0.6160714285714286,3
race,Other,0.5750000000000001,3
sex,male,0.6121882741535921,3
sex,female,0.6157635467980295,3
race,Caucasian,0.6908939014202173,4
race,African-American,0.5917065390749602,4
race,Hispanic,0.5194444444444445,4
race,Other,0.780701754385965,4
sex,male,0.6296775120304532,4
sex,female,0.6887052341597796,4
