Attribute,Attribute Value,AUC,fold_num
race,African-American,0.56835484938762,0
race,Hispanic,0.38421052631578945,0
race,Caucasian,0.6398066075745367,0
race,Other,0.6190476190476191,0
sex,male,0.6027091906721537,0
sex,female,0.5891544117647058,0
race,Other,0.5888888888888889,1
race,Caucasian,0.6761904761904762,1
race,African-American,0.6397666504618377,1
race,Hispanic,0.4558823529411765,1
sex,male,0.6439988582845726,1
sex,female,0.6484375,1
race,African-American,0.6330762987012987,2
race,Other,0.4444444444444445,2
race,Caucasian,0.6000474158368895,2
race,Hispanic,0.6166666666666667,2
sex,male,0.6020536025060912,2
sex,female,0.7179687499999999,2
race,African-American,0.6470705619412516,3
race,Caucasian,0.623908758096311,3
race,Hispanic,0.6934523809523809,3
race,Other,0.4875,3
sex,male,0.6342857142857142,3
sex,female,0.7142857142857142,3
race,Caucasian,0.681704260651629,4
race,African-American,0.6291503552269102,4
race,Hispanic,0.5055555555555555,4
race,Other,0.695906432748538,4
sex,male,0.6345794728147669,4
sex,female,0.7410468319559229,4
