Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.5158730158730159,0.011472634944517585,0.9108367626886146,0.8800860072775388,10.885245901639344,6046,0
race,African-American,0.6031746031746031,0.009254118082546734,0.8977119784656796,0.8833387569150667,13.34,6146,1
race,African-American,0.5,0.011826544021024968,0.9204545454545454,0.8705670861251839,11.571428571428571,6119,2
race,African-American,0.5486725663716814,0.009520253873436624,0.9153005464480874,0.8815897520118247,13.137254901960784,6089,3
race,African-American,0.576,0.009856797470708573,0.9064935064935065,0.8778265820725557,13.169811320754716,6147,4
race,Caucasian,0.5702479338842975,0.010385875209714788,0.8997093023255814,0.8821732106483108,11.903846153846153,28474,0
race,Caucasian,0.5709090909090909,0.00951958371989835,0.9125835189309577,0.8761934961068245,13.889830508474576,28383,1
race,Caucasian,0.5415282392026578,0.011064341551413108,0.9063756461803562,0.8792697083758398,11.434782608695652,28427,2
race,Caucasian,0.557632398753894,0.011462243209428099,0.9012413793103449,0.8749735934089149,11.503521126760564,28402,3
race,Caucasian,0.5498281786941581,0.010530546623794212,0.9089097637346997,0.8783150776599866,12.187022900763358,28393,4
race,Other,1.0,0.0,0.9523809523809523,0.9483204134366925,inf,774,0
race,Other,0.2,0.005578800557880056,0.9787234042553191,0.9345549738219895,11.5,764,1
race,Other,0.0,0.0028089887640449437,1.0,0.9504685408299867,17.5,747,2
race,Other,0.0,0.003973509933774834,1.0,0.9376558603491272,15.666666666666666,802,3
race,Other,0.5,0.002844950213371266,0.96,0.9335989375830013,24.0,753,4
sex,female,0.5642458100558659,0.008127539856205065,0.914983164983165,0.8919796012980992,13.935897435897436,10785,0
sex,female,0.52046783625731,0.008517710605588449,0.9272875816993464,0.8878444383006174,13.841463414634147,10851,1
sex,female,0.521978021978022,0.009106133556625496,0.9228269699431356,0.8866017617060733,13.057471264367816,10785,2
sex,female,0.5340314136125655,0.009391157539305688,0.9168704156479217,0.8865844544095666,12.640449438202246,10704,3
sex,female,0.5657142857142857,0.007945635128071093,0.923374613003096,0.8831168831168831,15.697368421052632,10857,4
sex,male,0.5613718411552346,0.011309690030717677,0.8971220641746609,0.8794320453710882,11.160493827160494,24509,0
sex,male,0.592156862745098,0.009772599135500847,0.9043698543381887,0.874642009655511,13.73076923076923,24442,1
sex,male,0.5364963503649635,0.011852543163789081,0.9044834307992202,0.8760404765790762,10.960629921259843,24508,2
sex,male,0.5608465608465608,0.011628993087988045,0.8999055712936733,0.8736020171621457,11.481927710843374,24589,3
sex,male,0.5503731343283582,0.011264314092077588,0.9029924366984544,0.8777623178916353,11.394190871369295,24436,4
