Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7579502955183455,0
race,Caucasian,0.7591314621783584,0
race,Other,0.7111634397348683,0
sex,male,0.7644911752896302,0
sex,female,0.7419413728438172,0
race,Caucasian,0.7568875541753005,1
race,Other,0.7896880819366853,1
race,African-American,0.7871415258186132,1
sex,male,0.7701037209799502,1
sex,female,0.7397352862919176,1
race,African-American,0.7784743893066881,2
race,Caucasian,0.7628169304524394,2
race,Other,0.7778442372741523,2
sex,male,0.7662803584581035,2
sex,female,0.7640687456768676,2
race,Caucasian,0.7695530019520045,3
race,African-American,0.7691077869022795,3
race,Other,0.7054610906862745,3
sex,male,0.7731920989641679,3
sex,female,0.7573825903816478,3
race,Caucasian,0.7633235015688653,4
race,Other,0.7205563257187633,4
race,African-American,0.7580150764156346,4
sex,female,0.7417170938641684,4
sex,male,0.7709164098426642,4
