Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7459865110897856,0
race,Caucasian,0.756821348234023,0
race,Other,0.7167800453514739,0
sex,male,0.7605397516072068,0
sex,female,0.73905245162229,0
race,Caucasian,0.7542626969779168,1
race,Other,0.8074080540037244,1
race,African-American,0.7813433515482695,1
sex,male,0.767126463560841,1
sex,female,0.736679482576669,1
race,African-American,0.7699771122339072,2
race,Caucasian,0.7608019954550325,2
race,Other,0.7897244451777906,2
sex,male,0.7632924032593075,2
sex,female,0.7620074421414539,2
race,Caucasian,0.7659436693402253,3
race,African-American,0.7593764155723772,3
race,Other,0.7187117034313726,3
sex,male,0.7678434289548042,3
sex,female,0.7564909594014806,3
race,Caucasian,0.7617312092067602,4
race,Other,0.7278795732626122,4
race,African-American,0.7498819085059031,4
sex,female,0.741619833219404,4
sex,male,0.7667316767092107,4
