Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.5934959349593496,0.032099293815536056,0.8404952658412236,0.7843202117102216,7.693333333333333,6046,0
race,African-American,0.6343490304709142,0.02804333970681963,0.8408617095205003,0.7816465994142532,9.166666666666666,6146,1
race,African-American,0.622356495468278,0.026818279339197598,0.8587105624142661,0.7749632292858311,10.016,6119,2
race,African-American,0.5930232558139535,0.037481259370314844,0.8204225352112676,0.7799310231565117,6.6571428571428575,6089,3
race,African-American,0.658753709198813,0.02461472602739726,0.8494915254237289,0.7774524158125915,10.895652173913044,6147,4
race,Caucasian,0.5776323616894705,0.032443794553098156,0.8526555386949924,0.7777270492379013,7.914084507042253,28474,0
race,Caucasian,0.5735567970204841,0.03146757053865885,0.858952831628759,0.7775428953951309,8.190684133915575,28383,1
race,Caucasian,0.5909090909090909,0.0311489594243818,0.847247990105133,0.7831638934815492,8.011695906432749,28427,2
race,Caucasian,0.5970069481560663,0.03453329669323074,0.8299330085261876,0.781529469755651,7.229442970822281,28402,3
race,Caucasian,0.5920461834509301,0.029035792549306064,0.857759284943751,0.7815658789138168,8.751572327044025,28393,4
race,Other,0.4,0.008321775312066574,0.9245283018867925,0.9289405684754521,8.166666666666666,774,0
race,Other,0.375,0.006887052341597796,0.9210526315789473,0.9476439790575916,7.0,764,1
race,Other,0.2857142857142857,0.00715307582260372,0.9583333333333334,0.9317269076305221,9.2,747,2
race,Other,1.0,0.0,0.8846153846153846,0.942643391521197,inf,802,3
race,Other,0.3,0.010115606936416185,0.9508196721311475,0.9136786188579017,8.285714285714286,753,4
sex,female,0.5379537953795379,0.03277153558052434,0.854529228023204,0.7964765878535003,6.839285714285714,10785,0
sex,female,0.5714285714285714,0.028755113968439508,0.8571428571428571,0.7959635056676804,8.0,10851,1
sex,female,0.5656401944894651,0.031293787949556284,0.8428635749662314,0.8015762633286972,6.985074626865671,10785,2
sex,female,0.5648464163822525,0.030166804684727315,0.8529542425588628,0.796804932735426,7.529411764705882,10704,3
sex,female,0.5574074074074075,0.027858724793099428,0.8678665496049166,0.7958920512112001,8.271966527196653,10857,4
sex,male,0.5969738651994498,0.031280025621863994,0.8496969696969697,0.7758782488065609,8.373720136518772,24509,0
sex,male,0.5889046941678521,0.030892570817744523,0.8555478018143754,0.7757139350298666,8.484429065743944,24442,1
sex,male,0.6080402010050251,0.02911223673687017,0.8527724665391969,0.7775420270931941,8.985347985347985,24508,2
sex,male,0.6083672283556072,0.035851063829787234,0.8191397477975471,0.7797389076416283,7.035608308605341,24589,3
sex,male,0.6200585651537335,0.02777034619294772,0.8526187576126675,0.7782370273367163,9.441233140655106,24436,4
