Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.0532972129339072,0
race,African-American,1,0.06963272945793411,0
race,Hispanic,0,0.04171766322387462,0
race,Caucasian,0,0.03789420325637142,0
race,Caucasian,1,0.04060514354180428,0
race,Other,1,0.04111344871967248,0
race,Other,0,0.03526954536030592,0
sex,male,0,0.0490993440286387,0
sex,male,1,0.05888339357299591,0
sex,female,0,0.03092718783548123,0
sex,female,1,0.043129846691270325,0
race,Other,0,0.048586330487646455,1
race,Other,1,0.07104125975394181,1
race,Caucasian,1,0.09589096996051599,1
race,Caucasian,0,0.041518919650683814,1
race,African-American,0,0.05546903189012257,1
race,African-American,1,0.07881969420172097,1
race,Hispanic,0,0.042461461958791094,1
race,Hispanic,1,0.07355835902099044,1
sex,male,0,0.05084151598456477,1
sex,male,1,0.08618351218993654,1
sex,female,1,0.04032124137830796,1
sex,female,0,0.04172217418581071,1
race,African-American,0,0.051273863273086404,2
race,African-American,1,0.070411315077333,2
race,Other,0,0.0351742914544786,2
race,Other,1,0.05665992739409167,2
race,Caucasian,1,0.07942444156500976,2
race,Caucasian,0,0.029170614588660826,2
race,Hispanic,0,0.030155556653144962,2
race,Hispanic,1,0.04318050556212157,2
sex,male,0,0.043353020876960704,2
sex,male,1,0.07499316606265072,2
sex,female,1,0.03157383342599348,2
sex,female,0,0.031062990229860934,2
race,African-American,0,0.05326107686554532,3
race,African-American,1,0.06025712174351251,3
race,Caucasian,1,0.049770345628506255,3
race,Caucasian,0,0.04104262587451782,3
race,Hispanic,0,0.031704129361119465,3
race,Hispanic,1,0.11177897576183896,3
race,Other,0,0.030802840433467607,3
race,Other,1,0.02821673929820859,3
sex,male,0,0.04891708114712447,3
sex,male,1,0.053595502470378975,3
sex,female,0,0.02985399320391334,3
sex,female,1,0.09115857578734739,3
race,Caucasian,1,0.07373927494452784,4
race,Caucasian,0,0.03649889743892077,4
race,African-American,0,0.05096321009282343,4
race,African-American,1,0.07694673845448752,4
race,Hispanic,0,0.03297584860743166,4
race,Hispanic,1,0.11180495300963154,4
race,Other,0,0.04006781038635798,4
race,Other,1,0.1401817787962465,4
sex,male,1,0.08154665568213221,4
sex,male,0,0.04659892933898106,4
sex,female,1,0.05539458341582821,4
sex,female,0,0.034950854174105005,4
