Attribute,Attribute Value,PPV,NPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.0,0.9315068493150684,0.004878048780487805,1.0,0.9272727272727272,15.0,220,0
race,African-American,1.0,0.8963963963963963,0.0,0.9583333333333334,0.8968609865470852,inf,223,1
race,African-American,0.5,0.8954545454545455,0.005050505050505051,0.9583333333333334,0.8918918918918919,23.0,222,2
race,African-American,0.0,0.9170506912442397,0.03398058252427184,1.0,0.8883928571428571,2.5714285714285716,224,3
race,African-American,0.5,0.8927038626609443,0.004784688995215311,0.9615384615384616,0.8893617021276595,25.0,235,4
race,Caucasian,0.0,0.8861788617886179,0.00909090909090909,1.0,0.8790322580645161,14.0,124,0
race,Caucasian,0.0,0.9274193548387096,0.025423728813559324,1.0,0.905511811023622,3.0,127,1
race,Caucasian,0.0,0.937984496124031,0.016260162601626018,1.0,0.9236641221374046,4.0,131,2
race,Caucasian,0.0,0.8666666666666667,0.0,1.0,0.8666666666666667,inf,120,3
race,Caucasian,0.0,0.8888888888888888,0.0,1.0,0.8888888888888888,inf,99,4
race,Hispanic,0.0,1.0,0.0,0.0,1.0,,24,0
race,Hispanic,0.0,0.9629629629629629,0.0,1.0,0.9629629629629629,inf,27,1
race,Hispanic,0.0,0.9473684210526315,0.0,1.0,0.9473684210526315,inf,19,2
race,Hispanic,1.0,0.9642857142857143,0.0,0.5,0.9655172413793104,inf,29,3
race,Hispanic,0.0,0.9642857142857143,0.0,1.0,0.9642857142857143,inf,28,4
race,Other,0.0,0.8695652173913043,0.0,1.0,0.8695652173913043,inf,23,0
race,Other,0.0,1.0,0.0,0.0,1.0,,14,1
race,Other,0.0,1.0,0.0,0.0,1.0,,19,2
race,Other,0.0,0.9444444444444444,0.0,1.0,0.9444444444444444,inf,18,3
race,Other,0.0,1.0,0.0,0.0,1.0,,28,4
sex,female,0.0,0.9375,0.021739130434782608,1.0,0.9183673469387755,3.0,49,0
sex,female,0.0,0.9230769230769231,0.0,1.0,0.9230769230769231,inf,52,1
sex,female,0.0,0.9615384615384616,0.0,1.0,0.9615384615384616,inf,52,2
sex,female,1.0,0.9523809523809523,0.0,0.6666666666666666,0.9534883720930233,inf,43,3
sex,female,0.0,0.9454545454545454,0.0,1.0,0.9454545454545454,inf,55,4
sex,male,0.0,0.9149560117302052,0.003194888178913738,1.0,0.9122807017543859,29.0,342,0
sex,male,0.25,0.9134328358208955,0.009708737864077669,0.9666666666666667,0.9056047197640118,9.666666666666666,339,1
sex,male,0.25,0.9104477611940298,0.00974025974025974,0.967741935483871,0.9026548672566371,10.0,339,2
sex,male,0.0,0.9002932551319648,0.022292993630573247,1.0,0.882183908045977,4.857142857142857,348,3
sex,male,0.5,0.8978978978978979,0.0033333333333333335,0.9714285714285714,0.8955223880597015,34.0,335,4
