Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5063813813813813,0
race,Hispanic,0.38421052631578945,0
race,Caucasian,0.5007440476190477,0
race,Other,0.39166666666666666,0
sex,male,0.5198805894308943,0
sex,female,0.47297297297297297,0
race,Other,0.4625,1
race,Caucasian,0.5826351865955827,1
race,African-American,0.5137453493179001,1
race,Hispanic,0.4047619047619047,1
sex,male,0.5321195144724556,1
sex,female,0.5188470066518847,1
race,African-American,0.5590725806451613,2
race,Other,0.40476190476190477,2
race,Caucasian,0.5369269949066214,2
race,Hispanic,0.5916666666666666,2
sex,male,0.518326359832636,2
sex,female,0.7660753880266076,2
race,African-American,0.5758414224802685,3
race,Caucasian,0.572962962962963,3
race,Hispanic,0.6086956521739131,3
race,Other,0.7361111111111112,3
sex,male,0.5938069569938341,3
sex,female,0.5892857142857143,3
race,Caucasian,0.5715020576131687,4
race,African-American,0.5765042451088962,4
race,Hispanic,0.3636363636363636,4
race,Other,0.6666666666666666,4
sex,male,0.5474369670003708,4
sex,female,0.7219551282051283,4
