Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5758258258258259,0
race,Hispanic,0.4578947368421053,0
race,Caucasian,0.48065476190476186,0
race,Other,0.65,0
sex,male,0.5729166666666666,0
sex,female,0.429054054054054,0
race,Other,0.7250000000000001,1
race,Caucasian,0.5632140137090632,1
race,African-American,0.5578751550227368,1
race,Hispanic,0.5,1
sex,male,0.5735294117647058,1
sex,female,0.5665188470066518,1
race,African-American,0.5862399193548387,2
race,Other,0.6071428571428572,2
race,Caucasian,0.5841822297679682,2
race,Hispanic,0.625,2
sex,male,0.5630753138075314,2
sex,female,0.7294900221729491,2
race,African-American,0.6018778916810305,3
race,Caucasian,0.5772222222222223,3
race,Hispanic,0.6630434782608696,3
race,Other,0.5694444444444444,3
sex,male,0.612983286151937,3
sex,female,0.49285714285714277,3
race,Caucasian,0.5871913580246914,4
race,African-American,0.5365909929863418,4
race,Hispanic,0.6780303030303031,4
race,Other,0.8129251700680272,4
sex,male,0.5722098628105302,4
sex,female,0.625,4
