Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7278656223640155,0
race,Caucasian,0.7362295137299398,0
race,Other,0.6912169919632607,0
sex,male,0.7389354380522231,0
sex,female,0.7254391696075151,0
race,Caucasian,0.7350112417309287,1
race,Other,0.7770536828963794,1
race,African-American,0.7422041236600136,1
sex,male,0.7437703445816587,1
sex,female,0.7224193101895869,1
race,African-American,0.731133780766208,2
race,Caucasian,0.7404806122818635,2
race,Other,0.7061060146227065,2
sex,male,0.7421755332798438,2
sex,female,0.733668781405394,2
race,Caucasian,0.7454700193926589,3
race,African-American,0.7363277208331372,3
race,Other,0.651953388795494,3
sex,male,0.7450001550083123,3
sex,female,0.740686119356658,3
race,Caucasian,0.7415217493487283,4
race,Other,0.6908310179338216,4
race,African-American,0.7203524055862016,4
sex,female,0.7366814023702927,4
sex,male,0.7386458560441862,4
