Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.7344655602855426,0
race,African-American,0.7172044379386493,0
race,Other,0.6485136452241715,0
sex,male,0.7353671630273466,0
sex,female,0.7239680031007856,0
race,Caucasian,0.7402623828829351,1
race,African-American,0.7256816513898873,1
race,Other,0.6598045072853398,1
sex,male,0.74086679826121,1
sex,female,0.7332643814954077,1
race,African-American,0.7231531644731203,2
race,Caucasian,0.7354819000600199,2
race,Other,0.6926552447046916,2
sex,male,0.7383682142715187,2
sex,female,0.7252115121178546,2
race,Caucasian,0.7342347348650264,3
race,African-American,0.73417227650067,3
race,Other,0.6809790863418623,3
sex,male,0.7407303275799587,3
sex,female,0.7214376196785042,3
race,Caucasian,0.742673203069023,4
race,Other,0.7127506695407928,4
race,African-American,0.7266297083852212,4
sex,female,0.7306636124763867,4
sex,male,0.7452851743009865,4
