Attribute,Attribute Value,AUC,fold_num
race,African-American,0.689702990532839,0
race,Caucasian,0.710756599432285,0
race,Other,0.647145089920026,0
sex,male,0.7076862183801007,0
sex,female,0.7121433259465109,0
race,Caucasian,0.7181353011985409,1
race,African-American,0.698566053278427,1
race,Other,0.6665639269406392,1
sex,female,0.72509188451718,1
sex,male,0.7125967284195787,1
race,African-American,0.6871110528438886,2
race,Caucasian,0.7083399440888323,2
race,Other,0.6669945987654322,2
sex,male,0.70571128727207,2
sex,female,0.7068701670796629,2
race,Other,0.6535023673613877,3
race,Caucasian,0.7160496395615668,3
race,African-American,0.6986930452988791,3
sex,female,0.7145351925682809,3
sex,male,0.7138705526772285,3
race,Caucasian,0.7101705406130934,4
race,African-American,0.6875146964623081,4
race,Other,0.6331018748140065,4
sex,female,0.7119873517942785,4
sex,male,0.7051443882178287,4
