Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.8167915209415534,1
race,African-American,0.824153303015797,1
race,Other,0.9913522012578616,1
sex,female,0.8125612874615076,1
sex,male,0.8227553139564929,1
race,African-American,0.8463120983241115,2
race,Caucasian,0.8201971613509026,2
race,Other,0.8765561843168957,2
sex,male,0.8414945872428014,2
sex,female,0.7908951735895666,2
race,Other,0.9133487007544007,3
race,Caucasian,0.8467370293178647,3
race,African-American,0.8457037238935642,3
sex,female,0.8452966434195329,3
sex,male,0.8478601424089829,3
race,Caucasian,0.832837934572007,4
race,African-American,0.8506292403683062,4
race,Other,0.9244094488188976,4
sex,female,0.8031811791589877,4
sex,male,0.8525292941124119,4
