Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.8384293265302357,1
race,African-American,0.8456342227402334,1
race,Other,0.9992138364779874,1
sex,female,0.8220384116445141,1
sex,male,0.8512655877652193,1
race,African-American,0.8403969043652171,2
race,Caucasian,0.8343925635519904,2
race,Other,0.8932902182700081,2
sex,male,0.8516950682789051,2
sex,female,0.800701913382911,2
race,Other,0.9283319362950545,3
race,Caucasian,0.8716744742496331,3
race,African-American,0.849034104459814,3
sex,female,0.8720470115236425,3
sex,male,0.8671134123695938,3
race,Caucasian,0.8536671203175774,4
race,African-American,0.8666903925369518,4
race,Other,0.9551181102362205,4
sex,female,0.8257608552564959,4
sex,male,0.8712949781635099,4
