Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7355736689894934,0
race,Caucasian,0.7534781223449447,0
race,Other,0.7384444444444445,0
sex,male,0.7525439059647835,0
sex,female,0.7460842605257744,0
race,Caucasian,0.7511034923118094,1
race,Other,0.8290441176470589,1
race,African-American,0.7688832588378564,1
sex,male,0.7586873147346078,1
sex,female,0.7441357982850676,1
race,African-American,0.7316073054555119,2
race,Caucasian,0.7588649127516354,2
race,Other,0.7418838591678099,2
sex,male,0.7539101258207275,2
sex,female,0.7593965999398198,2
race,Caucasian,0.7542643321117846,3
race,African-American,0.7344253802775498,3
race,Other,0.6289961636828644,3
sex,male,0.7543068185799038,3
sex,female,0.7419903043931306,3
race,Caucasian,0.7555967267149373,4
race,Other,0.5703846153846154,4
race,African-American,0.743095302910143,4
sex,female,0.7552468091608717,4
sex,male,0.7513808084183593,4
