Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.5,0.0005348546978070957,0.9931350114416476,0.92772080714522,144.66666666666666,6046,0
race,African-American,0.5,0.0005259467040673212,0.9932126696832579,0.9280833062154247,146.33333333333334,6146,1
race,African-American,0.25,0.0005297545470598623,0.9978070175438597,0.9251511684915836,151.66666666666666,6119,2
race,African-American,0.0,0.0007104795737122557,1.0,0.9239612415831828,114.75,6089,3
race,African-American,0.11130867709815079,0.44043003172365175,0.3382663847780127,0.5674312672848544,0.06402561024409764,6147,4
race,Caucasian,0.47058823529411764,0.0007084382871536523,0.994781474233529,0.8922525813022406,169.44444444444446,28474,0
race,Caucasian,0.375,0.00039466414081616545,0.9980295566502463,0.892576542296445,303.9,28383,1
race,Caucasian,0.35714285714285715,0.0007051081165778753,0.9965505346671266,0.897738065923242,160.5,28427,2
race,Caucasian,0.5151515151515151,0.0006317368815888183,0.9944715447154472,0.8917681853390607,191.125,28402,3
race,Caucasian,0.15440569928758904,0.44344816737454773,0.3055649241146712,0.5709505864121438,0.08034764100744946,28393,4
race,Other,,0.0,1.0,0.9728682170542635,inf,774,0
race,Other,,0.0,1.0,0.981675392670157,inf,764,1
race,Other,,0.0,1.0,0.9745649263721553,inf,747,2
race,Other,,0.0,1.0,0.9738154613466334,inf,802,3
race,Other,0.04897959183673469,0.31614654002713705,0.25,0.6852589641434262,0.017167381974248927,753,4
sex,female,0.75,0.0003065917220235054,0.991,0.9078349559573482,330.3333333333333,10785,0
sex,female,1.0,0.0,0.9989785495403473,0.9098700580591651,inf,10851,1
sex,female,0.5,0.00040605014719317836,0.9957173447537473,0.9133982382939267,232.5,10785,2
sex,female,0.42857142857142855,0.0004116920543433512,0.9969635627530364,0.9076046337817638,246.25,10704,3
sex,female,0.14666970802919707,0.3789889575524263,0.34787018255578095,0.6238371557520493,0.09168671478214381,10857,4
sex,male,0.35714285714285715,0.0008187400500341142,0.9960380348652932,0.896691011465176,139.66666666666666,24509,0
sex,male,0.38095238095238093,0.0005930656934306569,0.9968279143536876,0.8966123885115784,193.3846153846154,24442,1
sex,male,0.2916666666666667,0.0007703462026463658,0.9971311475409836,0.9000326424024808,143.11764705882354,24508,2
sex,male,0.4666666666666667,0.0007265461810916356,0.9945461628359953,0.8955223880597015,159.5625,24589,3
sex,male,0.14498667554963357,0.46736161689730515,0.2945705024311183,0.5500900311016533,0.07080938930554202,24436,4
