Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.2727272727272727,0.0014262791941522554,0.9931350114416476,0.9268938140919616,54.25,6046,0
race,African-American,0.4,0.0005259467040673212,0.995475113122172,0.9279205987634234,146.66666666666666,6146,1
race,African-American,0.18181818181818182,0.0015892636411795867,0.9956140350877193,0.9243340415100506,50.44444444444444,6119,2
race,African-American,0.3333333333333333,0.0010657193605683837,0.9934640522875817,0.9241254721629167,76.0,6089,3
race,African-American,0.14285714285714285,0.0010574550581600281,0.9978858350951374,0.9222384903204816,78.66666666666667,6147,4
race,Caucasian,0.3645833333333333,0.002400818639798489,0.9885844748858448,0.8914097071012151,49.68852459016394,28474,0
race,Caucasian,0.19230769230769232,0.0008287946957139474,0.9983579638752053,0.8921537540076806,144.76190476190476,28383,1
race,Caucasian,0.2926829268292683,0.0011360075211532435,0.9958606416005519,0.8974214655081436,99.55172413793103,28427,2
race,Caucasian,0.3,0.0013819244284755399,0.9951219512195122,0.8910288007886769,87.42857142857143,28402,3
race,Caucasian,0.16666666666666666,0.0005899008966493629,0.9989881956155143,0.8951502130806889,197.46666666666667,28393,4
race,Other,,0.0,1.0,0.9728682170542635,inf,774,0
race,Other,,0.0,1.0,0.981675392670157,inf,764,1
race,Other,,0.0,1.0,0.9745649263721553,inf,747,2
race,Other,,0.0,1.0,0.9738154613466334,inf,802,3
race,Other,0.0,0.0013568521031207597,1.0,0.9774236387782205,16.0,753,4
sex,female,0.358974358974359,0.0025549310168625446,0.986,0.9062586926286509,39.44,10785,0
sex,female,0.3,0.0007090761750405186,0.9969356486210419,0.9094092710349276,139.42857142857142,10851,1
sex,female,0.16666666666666666,0.001015125367982946,0.9978586723768736,0.9126564673157163,93.2,10785,2
sex,female,0.15384615384615385,0.0011321531494442158,0.9979757085020243,0.9068572496263079,89.63636363636364,10704,3
sex,female,0.25,0.0006078411508459123,0.9979716024340771,0.9088145896656535,164.0,10857,4
sex,male,0.35294117647058826,0.002001364566750057,0.9904912836767037,0.8962013954057693,56.81818181818182,24509,0
sex,male,0.19047619047619047,0.0007755474452554744,0.9984139571768438,0.8962850830537599,148.11764705882354,24442,1
sex,male,0.3,0.0012688055102410732,0.9950819672131147,0.8997878243838746,86.71428571428571,24508,2
sex,male,0.34782608695652173,0.001362274089546817,0.9937670432411375,0.8950343649599415,85.03333333333333,24589,3
sex,male,0.1111111111111111,0.0007283321194464676,0.9991896272285251,0.8984285480438697,154.125,24436,4
