Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.35714285714285715,0.0015495867768595042,0.9789915966386554,0.9599735362222958,25.88888888888889,6046,0
race,African-American,0.6666666666666666,0.00033783783783783786,0.9823008849557522,0.9635535307517085,111.0,6146,1
race,African-American,0.6,0.0003408897221748764,0.9880952380952381,0.9589802255270469,124.5,6119,2
race,African-American,0.36363636363636365,0.001194947080914988,0.9826839826839827,0.9615700443422566,32.42857142857143,6089,3
race,African-American,0.5882352941176471,0.0011864406779661016,0.9595141700404858,0.960305840247275,33.857142857142854,6147,4
race,Caucasian,0.6111111111111112,0.0002521432173474534,0.9845505617977528,0.9751352110697479,100.14285714285714,28474,0
race,Caucasian,0.34782608695652173,0.0005427113860848801,0.989247311827957,0.9735404995948279,49.06666666666667,28383,1
race,Caucasian,0.5333333333333333,0.0002523886785649901,0.9884393063583815,0.9756921236852288,97.71428571428571,28427,2
race,Caucasian,0.2962962962962963,0.0006856730422230242,0.9884393063583815,0.9752482219562003,36.0,28402,3
race,Caucasian,0.2727272727272727,0.0005774713971198614,0.9912536443148688,0.975486915789103,42.5,28393,4
race,Other,,0.0,1.0,0.9909560723514211,inf,774,0
race,Other,,0.0,1.0,0.9895287958115183,inf,764,1
race,Other,,0.0,1.0,0.9892904953145917,inf,747,2
race,Other,0.0,0.0012642225031605564,1.0,0.9850374064837906,11.0,802,3
race,Other,,0.0,1.0,0.9880478087649402,inf,753,4
sex,female,1.0,0.0,0.9939759036144579,0.9847009735744089,inf,10785,0
sex,female,0.6666666666666666,9.389671361502347e-05,0.9900497512437811,0.9815685190305041,199.0,10851,1
sex,female,1.0,0.0,0.9885714285714285,0.9839592025961984,inf,10785,2
sex,female,0.0,9.48676596148373e-05,1.0,0.9846786248131539,163.0,10704,3
sex,female,0.4,0.00028116213683223993,0.9893048128342246,0.9826839826839827,61.666666666666664,10857,4
sex,male,0.4838709677419355,0.000674593136014841,0.9810366624525917,0.9676853400791546,48.5,24509,0
sex,male,0.38461538461538464,0.0006761039509824635,0.9871299871299871,0.9679649783160135,47.9375,24442,1
sex,male,0.5,0.0003792507690362817,0.9884169884169884,0.968296066590501,85.33333333333333,24508,2
sex,male,0.3157894736842105,0.0010916113863464606,0.9844357976653697,0.968075155557363,29.192307692307693,24589,3
sex,male,0.4117647058823529,0.0008445589290992779,0.9814569536423841,0.9688574234735636,37.05,24436,4
