Attribute,Attribute Value,PPV,NPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.5229357798165137,1.0,0.9811320754716981,0.0,0.5272727272727272,0.0,220,0
race,African-American,0.46543778801843316,0.8333333333333334,0.9586776859504132,0.00980392156862745,0.47533632286995514,0.008620689655172414,223,1
race,African-American,0.5117370892018779,0.6666666666666666,0.9454545454545454,0.026785714285714284,0.5180180180180181,0.028846153846153848,222,2
race,African-American,0.5203619909502263,0.6666666666666666,0.9814814814814815,0.008620689655172414,0.5223214285714286,0.009433962264150943,224,3
race,African-American,0.48917748917748916,0.75,0.9752066115702479,0.008771929824561403,0.49361702127659574,0.00847457627118644,235,4
race,Caucasian,0.4214876033057851,1.0,0.958904109589041,0.0,0.43548387096774194,0.0,124,0
race,Caucasian,0.35294117647058826,1.0,0.9058823529411765,0.0,0.3937007874015748,0.0,127,1
race,Caucasian,0.43902439024390244,0.625,0.9324324324324325,0.05263157894736842,0.45038167938931295,0.043478260869565216,131,2
race,Caucasian,0.45217391304347826,0.8,0.9402985074626866,0.018867924528301886,0.4666666666666667,0.015873015873015872,120,3
race,Caucasian,0.46511627906976744,0.8461538461538461,0.8070175438596491,0.047619047619047616,0.5151515151515151,0.043478260869565216,99,4
race,Hispanic,0.20833333333333334,,1.0,0.0,0.20833333333333334,0.0,24,0
race,Hispanic,0.4,1.0,0.8823529411764706,0.0,0.4444444444444444,0.0,27,1
race,Hispanic,0.5263157894736842,,1.0,0.0,0.5263157894736842,0.0,19,2
race,Hispanic,0.27586206896551724,,1.0,0.0,0.27586206896551724,0.0,29,3
race,Hispanic,0.34615384615384615,0.5,0.9444444444444444,0.1,0.35714285714285715,0.058823529411764705,28,4
race,Other,0.391304347826087,,1.0,0.0,0.391304347826087,0.0,23,0
race,Other,0.38461538461538464,1.0,0.8888888888888888,0.0,0.42857142857142855,0.0,14,1
race,Other,0.5555555555555556,1.0,0.8888888888888888,0.0,0.5789473684210527,0.0,19,2
race,Other,0.5555555555555556,,1.0,0.0,0.5555555555555556,0.0,18,3
race,Other,0.32,0.6666666666666666,0.8947368421052632,0.1111111111111111,0.35714285714285715,0.058823529411764705,28,4
sex,female,0.3695652173913043,1.0,0.90625,0.0,0.40816326530612246,0.0,49,0
sex,female,0.32,1.0,0.9444444444444444,0.0,0.34615384615384615,0.0,52,1
sex,female,0.40816326530612246,1.0,0.90625,0.0,0.4423076923076923,0.0,52,2
sex,female,0.30952380952380953,0.0,1.0,0.07142857142857142,0.3023255813953488,0.034482758620689655,43,3
sex,female,0.4117647058823529,0.75,0.9090909090909091,0.045454545454545456,0.43636363636363634,0.03333333333333333,55,4
sex,male,0.4764705882352941,1.0,0.9888888888888889,0.0,0.47953216374269003,0.0,342,0
sex,male,0.4382716049382716,0.9333333333333333,0.9285714285714286,0.006993006993006993,0.46017699115044247,0.005494505494505495,339,1
sex,male,0.5030864197530864,0.6,0.9470588235294117,0.03550295857988166,0.5073746312684366,0.037267080745341616,339,2
sex,male,0.5043988269794721,0.8571428571428571,0.9657142857142857,0.005780346820809248,0.5114942528735632,0.005917159763313609,348,3
sex,male,0.47003154574132494,0.7777777777777778,0.9230769230769231,0.026143790849673203,0.48656716417910445,0.023809523809523808,335,4
