Attribute,Attribute Value,AUC,fold_num
race,Other,0.5,1
race,Caucasian,0.8083804143126178,1
race,African-American,0.6046181630546956,1
race,Hispanic,0.84,1
sex,male,0.6829926504363804,1
sex,female,0.5782312925170068,1
race,African-American,0.556930693069307,2
race,Other,0.42647058823529416,2
race,Caucasian,0.6987179487179488,2
race,Hispanic,0.7499999999999999,2
sex,male,0.5907425265188043,2
sex,female,0.6666666666666666,2
race,Caucasian,0.7479395604395604,4
race,African-American,0.5438567124204887,4
race,Hispanic,0.7115384615384615,4
race,Other,0.7115384615384616,4
sex,male,0.6302954292084727,4
sex,female,0.518,4
